qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,acc,gene,compartment,specimen,kingdom,supergroup,phylum,clade,class,order,family,genus,species
KC486216.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487665.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487665.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486232.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486232.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486232.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486242.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486242.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486242.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486265.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487725.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487725.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486294.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486294.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486294.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486355.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486355.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486355.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486365.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486365.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1650,0,0,1,1650,1,1650,0.0,2976,KC486365.1.1650_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486414.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486414.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486414.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486428.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486428.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486428.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486446.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486446.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486446.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486448.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486448.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486448.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486591.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486591.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486591.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486655.1.1616_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486655.1.1616_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1616,0,0,1,1616,1,1616,0.0,2915,KC486655.1.1616_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486674.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486674.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486674.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486711.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486711.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486711.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC486713.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486713.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1650,0,0,1,1650,1,1650,0.0,2976,KC486713.1.1650_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487001.1.1628_U|18S_rRNA|nucleus|clone_|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Craspedida|Monosigidae_Group_A|Monosiga|Monosiga_brevicollis,KC487001.1.1628_U|18S_rRNA|nucleus|clone_|Eukaryota|Obazoa|Opisthokonta|Choanoflagellata|Choanoflagellatea|Craspedida|Monosigidae_Group_A|Monosiga|Monosiga_brevicollis,100.0,1628,0,0,1,1628,1,1628,0.0,2937,KC487001.1.1628_U,18S_rRNA,nucleus,clone_,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_A,Monosiga,Monosiga_brevicollis
KC487292.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487292.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487292.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487296.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487296.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487296.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487310.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487725.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487725.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487353.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487626.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1650,0,0,1,1650,1,1650,0.0,2976,KC487626.1.1650_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487384.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487626.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1650,0,0,1,1650,1,1650,0.0,2976,KC487626.1.1650_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487484.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC486495.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC486495.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487557.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487557.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487557.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487586.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487586.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487586.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487600.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487725.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487725.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487610.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487610.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487610.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487623.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487623.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487623.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487629.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487725.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487725.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487639.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487725.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487725.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487660.1.1649_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487660.1.1649_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1649,0,0,1,1649,1,1649,0.0,2975,KC487660.1.1649_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487678.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487678.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487678.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487716.1.1610_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487716.1.1610_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1610,0,0,1,1610,1,1610,0.0,2904,KC487716.1.1610_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487719.1.1649_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487719.1.1649_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1649,0,0,1,1649,1,1649,0.0,2975,KC487719.1.1649_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487769.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487725.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487725.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487789.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487725.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487725.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487812.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487812.1.1650_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1650,0,0,1,1650,1,1650,0.0,2976,KC487812.1.1650_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
KC487873.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp.,KC487873.1.1651_U|18S_rRNA|nucleus|clone_|Eukaryota|TSAR|Alveolata|Chrompodellids|Colpodellidea|Colpodellida|Alphamonaceae|Alphamonadea_ALPH1|Alphamonadea_ALPH1_sp,100.0,1651,0,0,1,1651,1,1651,0.0,2978,KC487873.1.1651_U,18S_rRNA,nucleus,clone_,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH1,Alphamonadea_ALPH1_sp
